Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43798285,The Institute,Stephen King,"King, Stephen",,"=""""","=""""",0,4.20,Scribner,Hardcover,561,2019,2019,,2019/12/12,to-read,to-read (#194),to-read,,,,0,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,4.18,Celadon Books,Hardcover,336,2019,2019,,2019/12/12,to-read,to-read (#193),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.05,Penguin Press,Hardcover,246,2019,2019,,2019/12/12,to-read,to-read (#192),to-read,,,,0,0
40539165,Queenie,Candice Carty-Williams,"Carty-Williams, Candice",,"=""1501196014""","=""9781501196010""",0,3.87,Gallery/Scout Press,Hardcover,330,2019,2019,,2019/12/12,to-read,to-read (#191),to-read,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",0,3.82,Hogarth Press,Hardcover,273,2019,2018,,2019/12/12,to-read,to-read (#190),to-read,,,,0,0
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.20,Nan A. Talese,Hardcover,422,2019,2019,,2019/12/12,to-read,to-read (#189),to-read,,,,0,0
22609391,The Wright Brothers,David McCullough,"McCullough, David",,"=""""","=""""",5,4.15,Simon & Schuster,Hardcover,320,2015,2015,,2019/12/10,"audible, library, overdrive","audible (#9), library (#98), overdrive (#72)",read,,,,1,0
30835567,Hit Refresh: The Quest to Rediscover Microsoft's Soul and Imagine a Better Future for Everyone,Satya Nadella,"Nadella, Satya","Greg Shaw, Jill Tracie Nichols","=""0062652508""","=""9780062652508""",4,3.80,Harper Business,Hardcover,273,2017,2017,,2019/12/06,"audiobook, library, overdrive","audiobook (#91), library (#97), overdrive (#71)",read,,,,1,0
6885191,Start-up Nation: The Story of Israel's Economic Miracle,Dan Senor,"Senor, Dan",Saul Singer,"=""044654146X""","=""9780446541466""",0,4.10,Twelve,Hardcover,304,2009,2009,,2019/12/03,to-read,to-read (#187),to-read,,,,0,0
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.38,One World,Hardcover,305,2019,2019,,2019/12/02,to-read,to-read (#186),to-read,,,,0,0
39863169,The First Conspiracy: The Secret Plot to Kill George Washington,Brad Meltzer,"Meltzer, Brad",Josh Mensch,"=""1250130336""","=""9781250130334""",0,3.80,Flatiron Books,Hardcover,413,2019,2019,,2019/11/28,to-read,to-read (#185),to-read,,,,0,0
40594422,First: Sandra Day O'Connor,Evan Thomas,"Thomas, Evan",,"=""0399589287""","=""9780399589287""",0,4.25,Random House,Hardcover,496,2019,2019,,2019/11/28,to-read,to-read (#184),to-read,,,,0,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""0525520376""","=""9780525520375""",4,3.98,Knopf,Hardcover,294,2018,2018,,2019/11/28,"audiobook, library, overdrive","audiobook (#89), library (#95), overdrive (#69)",read,,,,1,0
43289179,"Here All Along: Finding Meaning, Spirituality, and a Deeper Connection to Life-in Judaism (after Finally Choosing to Look There)",Sarah Hurwitz,"Hurwitz, Sarah",,"=""0525510710""","=""9780525510710""",5,4.42,Random House,Hardcover,352,2019,,,2019/11/18,"audiobook, library, overdrive","audiobook (#87), library (#93), overdrive (#67)",read,,,,1,0
819312,Everyday Holiness: the Jewish Spiritual Path of Mussar,Alan Morinis,"Morinis, Alan",,"=""1590303687""","=""9781590303689""",0,4.42,Trumpeter,Hardcover,320,2007,2007,,2019/11/17,to-read,to-read (#183),to-read,,,,0,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",4,4.07,Random House,Hardcover,303,2019,2019,,2019/08/20,"audiobook, library, overdrive","audiobook (#86), library (#92), overdrive (#66)",read,,,,1,0
35887567,On the Come Up,Angie Thomas,"Thomas, Angie",,"=""""","=""""",4,4.28,Balzer + Bray,Hardcover,464,2019,2019,,2019/10/29,"audiobook, library, overdrive","audiobook (#84), library (#90), overdrive (#64)",read,,,,1,0
40588301,An American Summer: Love and Death in Chicago,Alex Kotlowitz,"Kotlowitz, Alex",,"=""1984841173""","=""9781984841179""",5,4.33,Books on Tape,Audio CD,,2019,2019,,2019/10/30,"audiobook, library, overdrive","audiobook (#85), library (#91), overdrive (#65)",read,,,,1,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.18,Picador USA,Paperback,639,2001,2000,,2019/11/10,to-read,to-read (#181),to-read,,,,0,0
31522007,"Hourglass: Time, Memory, Marriage",Dani Shapiro,"Shapiro, Dani",,"=""0451494482""","=""9780451494481""",4,3.83,Knopf Publishing Group,Hardcover,160,2017,2017,2019/11/03,2019/11/03,"overdrive, library, audiobook","overdrive (#63), library (#89), audiobook (#83)",read,,,,1,0
39218350,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",Stephanie  Land,"Land, Stephanie",Barbara Ehrenreich,"=""""","=""""",4,3.83,Hachette Books,Hardcover,270,2019,2019,,2019/10/30,"audiobook, library, overdrive","audiobook (#82), library (#88), overdrive (#62)",read,,,,1,0
23196,The River Why,David James Duncan,"Duncan, David James",,"=""0553344862""","=""9780553344868""",0,4.23,Bantam Books,Paperback,304,1984,1983,,2019/11/02,to-read,to-read (#180),to-read,,,,0,0
38300,A River Runs through It,Norman Maclean,"Maclean, Norman",Barry Moser,"=""0226500608""","=""9780226500607""",0,4.16,University of Chicago Press,Hardcover,168,1989,1976,,2019/11/02,to-read,to-read (#179),to-read,,,,0,0
43726513,The Accusation: Blood Libel in an American Town,Edward Berenson,"Berenson, Edward",,"=""0393249425""","=""9780393249422""",0,3.45,W. W. Norton  Company,Hardcover,256,2019,,,2019/11/01,to-read,to-read (#178),to-read,,,,0,0
44599442,Super Pumped: The Battle for Uber,Mike Isaac,"Isaac, Mike",,"=""""","=""""",0,4.14,W. W. Norton & Company,Kindle Edition,410,2019,2019,,2019/09/06,currently-reading,currently-reading (#8),currently-reading,,,,1,0
40364332,"Inheritance: A Memoir of Genealogy, Paternity, and Love",Dani Shapiro,"Shapiro, Dani",,"=""1524732710""","=""9781524732714""",5,3.89,Knopf Publishing Group,Hardcover,252,2019,2019,,2019/10/30,"audiobook, library, overdrive","audiobook (#81), library (#87), overdrive (#61)",read,,,,1,0
41918,There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,"Kotlowitz, Alex",,"=""0385265565""","=""9780385265560""",0,4.30,Anchor Books,Paperback,323,1992,1991,,2019/10/30,to-read,to-read (#177),to-read,,,,0,0
39937621,The Confessions of Frannie Langton,Sara  Collins,"Collins, Sara",,"=""0062851810""","=""9780062851819""",4,3.58,Harper,ebook,384,2019,2019,,2019/10/11,"audiobook, library, overdrive","audiobook (#80), library (#86), overdrive (#60)",read,,,,1,0
44285661,Hurricanes: A Memoir,Rick  Ross,"Ross, Rick",Neil Martinez-Belkin,"=""""","=""""",0,4.03,Hanover Square Press,Kindle Edition,288,2019,2019,,2019/10/23,"audiobook, hoopla, library","audiobook (#79), hoopla (#13), library (#85)",read,,,,2,0
42270835,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",0,4.27,Doubleday,Kindle Edition,213,2019,2019,,2019/05/12,"audiobook, library, overdrive","audiobook (#78), library (#84), overdrive (#59)",read,,,,1,0
21936838,"Data-ism: The Revolution Transforming Decision Making, Consumer Behavior, and Almost Everything Else",Steve Lohr,"Lohr, Steve",,"=""0062226819""","=""9780062226815""",4,3.43,Harper Business,Hardcover,256,2015,2015,,2019/10/07,"audiobook, library, overdrive","audiobook (#77), library (#83), overdrive (#58)",read,,,,1,0
37822619,Astroball: The New Way to Win It All,Ben Reiter,"Reiter, Ben",,"=""0525576649""","=""9780525576648""",5,4.21,Crown Archetype,Hardcover,235,2018,,,2019/10/19,"audiobook, library, overdrive","audiobook (#76), library (#82), overdrive (#57)",read,"I've hated the Astros since they're Biggio and Bagwell days in the NL Central. But after reading this book, I can't help but want to pull for them in this year's playoffs. The story of growing a successful organization using data, but also learning how to build in qualitative understanding to determine which decisions should be made is fascinating to me. Major League Baseball is different than local government in a lot of ways, but using data as a strategic asset to help guide decisions is something organizations in both worlds can prioritize. This book does a great job of laying out specifics of the approach without getting overly technical, while also letting the reader connect with the individuals who make up the story.",,,1,0
42403122,The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,"O'Mara, Margaret",,"=""""","=""""",5,3.96,Penguin Press,Kindle Edition,496,2019,2019,,2019/07/11,"audiobook, library, overdrive","audiobook (#75), library (#81), overdrive (#56)",read,,,,1,0
88061,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,"Obama, Barack",,"=""1921351438""","=""9781921351433""",0,3.93,New York: Three Rivers Press,Paperback,453,2004,1995,,2019/10/13,,,read,,,,1,0
36217532,Tinker to Evers to Chance: The Chicago Cubs and the Dawn of Modern America,David Rapp,"Rapp, David",,"=""022641504X""","=""9780226415048""",0,4.08,University of Chicago Press,Hardcover,336,2018,2018,,2019/10/02,to-read,to-read (#163),to-read,,,,0,0
44153249,How to Fight Anti-Semitism,Bari Weiss,"Weiss, Bari",,"=""9780593136""","=""""",0,4.20,Crown,ebook,224,2019,2019,,2019/10/12,to-read,to-read (#176),to-read,,,,0,0
40277241,Brief Answers to the Big Questions,Stephen Hawking,"Hawking, Stephen",,"=""1984819194""","=""9781984819192""",5,4.29,Bantam,Hardcover,256,2018,2018,,2019/10/12,"audiobook, library, overdrive","audiobook (#74), library (#80), overdrive (#55)",read,,,,1,0
36742978,"Grace Will Lead Us Home: The Charleston Church Massacre and the Hard, Inspiring Journey to Forgiveness",Jennifer Berry Hawes,"Hawes, Jennifer Berry",,"=""1250117763""","=""9781250117762""",0,4.48,St. Martin's Press,Hardcover,309,2019,2019,,2019/10/11,to-read,to-read (#175),to-read,,,,0,0
42283333,"Conviction (Anna and Fin, #1)",Denise Mina,"Mina, Denise",,"=""0316528501""","=""9780316528504""",0,3.55,Mulholland Books,Hardcover,376,2019,2019,,2019/10/11,to-read,to-read (#174),to-read,,,,0,0
42732513,The Travelers,Regina Porter,"Porter, Regina",,"=""""","=""""",0,3.63,Hogarth,Kindle Edition,320,2019,2019,,2019/10/11,to-read,to-read (#173),to-read,,,,0,0
42506310,Leaving the Witness: Exiting a Religion and Finding a Life,Amber Scorah,"Scorah, Amber",,"=""0735222541""","=""9780735222540""",0,3.82,Viking,Hardcover,288,2019,2019,,2019/10/11,to-read,to-read (#172),to-read,,,,0,0
41810276,Rough Magic: Riding the World's Loneliest Horse Race,Lara Prior-Palmer,"Prior-Palmer, Lara",,"=""1948226197""","=""9781948226196""",0,3.67,Catapult,Hardcover,288,2019,2019,,2019/10/11,to-read,to-read (#171),to-read,,,,0,0
42730299,No Walls and the Recurring Dream: A Memoir,Ani DiFranco,"DiFranco, Ani",,"=""0735225176""","=""9780735225176""",0,3.86,Viking,Hardcover,320,2019,2019,,2019/10/11,to-read,to-read (#170),to-read,,,,0,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",5,4.36,Abrams Press,Hardcover,318,2019,2019,,2019/10/11,"audiobook, hoopla, library","audiobook (#73), hoopla (#12), library (#79)",read,,,,1,0
1356707,Baseball in Blue and Gray: The National Pastime During the Civil War,George B. Kirsch,"Kirsch, George B.",,"=""0691130434""","=""9780691130439""",0,3.38,Princeton University Press,Paperback,168,2007,2003,,2019/10/10,to-read,to-read (#169),to-read,,,,0,0
44667902,Tough Love: My Story of the Things Worth Fighting For,Susan  Rice,"Rice, Susan",,"=""1501189972""","=""9781501189975""",0,4.06,Simon & Schuster,Hardcover,496,2019,2019,,2019/10/08,to-read,to-read (#168),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",4,4.02,"Little, Brown and Company",Hardcover,388,2019,2019,,2019/09/09,"audiobook, audible","audiobook (#72), audible (#8)",read,,,,1,0
86524,The Path to Power,Robert A. Caro,"Caro, Robert A.",,"=""0679729453""","=""9780679729457""",0,4.37,Vintage,Paperback,882,1990,1982,,2019/10/06,to-read,to-read (#166),to-read,,,,0,0
50174,The Fitzgeralds and the Kennedys: An American Saga,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""0743201752""","=""9780743201759""",0,4.24,Simon & Schuster,Paperback,960,2001,1987,,2019/10/06,to-read,to-read (#165),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2019/10/06,to-read,to-read (#164),to-read,,,,0,0
43565381,We Are the Weather: Saving the Planet Begins at Breakfast,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0374280002""","=""9780374280000""",4,3.70,"Farrar, Straus and Giroux",Hardcover,288,2019,2019,,2019/09/17,"audiobook, library, overdrive","audiobook (#71), library (#78), overdrive (#54)",read,"This was a difficult book to rate, because while I think everyone should absolutely read it, it was probably too long and the last part of it was not necessary. It would have made a better #longread.<br/><br/>The argument he makes is that climate change is going to end life as we know it unless things change very quickly. And though it is overwhelming to think about how many systems need to change, in fact there are very tangible things we can all do (including not eating meat, eggs, and cheese before dinner) that would have a huge impact. He acknowledges that not eating meat, dairy, and eggs is extremely challenging, but does a good job with a wide range of examples to argue that if the choice is a future on this planet or not, then changing eating habits is not a big deal. <br/><br/>I think the arguments are made well, though they are repetitive, and at some times he seems to be writing in a stream of conscience that feels more like a blog post than a book. But, in the end, the subject matter is too important, and his descriptions of the challenges that we face are described so well, that it left me feeling like there is no choice but to try to do more.",,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",4,4.41,G.P. Putnam’s Sons,ebook,384,2018,2018,,2019/07/26,"audible, audiobook","audible (#7), audiobook (#70)",read,,,,1,0
43422738,Prepared: What Kids Need for a Fulfilled Life,Diane Tavenner,"Tavenner, Diane",,"=""1984826069""","=""9781984826060""",0,3.94,Currency,Hardcover,304,2019,2019,,2019/10/01,to-read,to-read (#162),to-read,,,,0,0
39144913,The Future Computed: Artificial Intelligence and its Role in Society,Microsoft Corporation,"Corporation, Microsoft","Brad Smith, Harry Shum","=""""","=""""",0,3.55,,Kindle Edition,143,2018,,,2019/10/01,to-read,to-read (#161),to-read,,,,0,0
36531127,Alone on the Wall,Alex Honnold,"Honnold, Alex",David  Roberts,"=""0393356140""","=""9780393356144""",4,3.89,W. W. Norton  Company,Paperback,336,2018,2015,,2019/09/20,"audiobook, library, overdrive","audiobook (#69), library (#77), overdrive (#53)",read,"Alex Honnold does things I would never even think about doing, and though I have no urge to free solo (or even rock climb in some extreme way), this book did a great job covering the thought processes, techniques, and exciting parts of rock climbing. Good enough for me to live vicariously through.",,,1,0
174361,Over the Edge: The True Story of Four American Climbers' Kidnap and Escape in the Mountains of Central Asia,Greg Child,"Child, Greg",,"=""0375506098""","=""9780375506093""",0,3.76,Villard,Hardcover,304,2002,2002,,2019/09/28,to-read,to-read (#160),to-read,,,,0,0
42086897,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""1473680336""","=""9781473680333""",5,4.15,John Murray,Paperback,308,2019,2019,,2019/09/03,"audiobook, library, overdrive","audiobook (#68), library (#76), overdrive (#52)",read,,,,1,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",4,4.01,Scribner,Hardcover,285,2017,2017,,2017/12/31,"audiobook, overdrive, library","audiobook (#67), overdrive (#51), library (#75)",read,,,,1,0
43821597,"Our Dogs, Ourselves: How We Live with Dogs Now",Alexandra Horowitz,"Horowitz, Alexandra",,"=""1508287597""","=""9781508287599""",0,3.52,Simon  Schuster Audio,Audiobook,352,2019,2019,,2019/09/22,to-read,to-read (#159),to-read,,,,0,0
37707827,"Palaces for the People: How Social Infrastructure Can Help Fight Inequality, Polarization, and the Decline of Civic Life",Eric Klinenberg,"Klinenberg, Eric",,"=""1524761168""","=""9781524761165""",0,3.98,Crown Publishing Group (NY),Hardcover,288,2018,2018,,2019/09/22,to-read,to-read (#158),to-read,,,,0,0
41824023,Over the Top: A Raw Journey to Self-Love,Jonathan Van Ness,"Ness, Jonathan Van",,"=""0062906402""","=""9780062906403""",0,4.20,HarperAudio,Audiobook,6,2019,2019,,2019/09/21,to-read,to-read (#157),to-read,,,,0,0
33155369,"The Push: A Climber's Journey of Endurance, Risk, and Going Beyond Limits",Tommy Caldwell,"Caldwell, Tommy",,"=""0399562702""","=""9780399562709""",0,4.47,Viking,Hardcover,341,2017,2017,,2019/09/20,to-read,to-read (#156),to-read,,,,0,0
43982054,The Water Dancer,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.07,One World,Hardcover,416,2019,2019,,2019/09/20,to-read,to-read (#155),to-read,,,,0,0
31423303,I Love My Computer Because My Friends Live in It: Stories from an Online Life,Jess Kimball Leslie,"Leslie, Jess Kimball",,"=""0762461713""","=""9780762461714""",4,3.24,Running Press Adult,Paperback,240,2017,2017,,2019/09/19,"audiobook, library, overdrive","audiobook (#66), library (#74), overdrive (#50)",read,,,,1,0
40274582,American Spy,Lauren Wilkinson,"Wilkinson, Lauren",,"=""0812998952""","=""9780812998955""",0,3.51,Random House,Hardcover,292,2019,2019,,2019/09/18,to-read,to-read (#154),to-read,,,,0,0
43062975,Inland,Téa Obreht,"Obreht, Téa","Anna Chlumsky, Edoardo Ballerini, Euan Morton","=""0449807053""","=""9780449807057""",0,3.44,Random House Audio Publishing Group,Audio CD,14,2019,2019,,2019/09/18,to-read,to-read (#153),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",5,4.13,Ballantine Books,Hardcover,352,2016,2016,,2019/09/09,"audiobook, library, overdrive","audiobook (#63), library (#72), overdrive (#48)",read,I could not stop listening to this excellent book.,,,1,0
40121328,"Cribsheet: A Data-Driven Guide to Better, More Relaxed Parenting, from Birth to Preschool",Emily Oster,"Oster, Emily",,"=""0525559256""","=""9780525559252""",3,4.15,Penguin Press,Hardcover,352,2019,2019,2019/09/17,2019/09/17,"audiobook, overdrive, library","audiobook (#65), overdrive (#49), library (#73)",read,,,,1,0
42079139,The Weather Machine: A Journey Inside the Forecast,Andrew  Blum,"Blum, Andrew",,"=""0062368613""","=""9780062368614""",3,3.47,Ecco,Hardcover,224,2019,2019,,2019/08/24,"audible, audiobook","audible (#6), audiobook (#64)",read,"The topic for this book was certainly interesting. Weather and the predictions of weather have a long history and impact our daily lives (living in Syracuse, NY I know this all too well on a snowy February day). <br/><br/>This book felt like it went very deep on some parts - individuals who manually collect weather readings in remote parts of the world - but glossed over a lot as well. I was pleased to hear the final chapter talking about the challenges of data collection and potential privatization of weather data, but wish it would have been more than a short chapter of the book.",,,1,0
42872088,The Education of an Idealist: A Memoir,Samantha Power,"Power, Samantha",,"=""0062820710""","=""9780062820716""",0,4.35,Dey Street Books,ebook,592,2019,2019,,2019/09/11,to-read,to-read (#152),to-read,,,,0,0
40915762,Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Eric J. Topol,"Topol, Eric J.",,"=""1541644638""","=""9781541644632""",0,4.04,Basic Books,Hardcover,400,2019,2019,,2019/09/09,to-read,to-read (#151),to-read,,,,0,0
42046112,Recursion: A Novel,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",5,4.16,Ballantine Books,Hardcover,336,2019,2019,,2019/09/08,"audiobook, library, overdrive","audiobook (#62), library (#71), overdrive (#47)",read,,,,1,0
31176294,Who Thought This Was a Good Idea?: And Other Questions You Should Have Answers to When You Work in the White House,Alyssa Mastromonaco,"Mastromonaco, Alyssa",Lauren Oyler,"=""1455588229""","=""9781455588220""",5,3.92,Twelve,Hardcover,244,2017,2017,,2019/08/20,"audiobook, library, overdrive","audiobook (#61), library (#70), overdrive (#46)",read,,,,1,0
44083621,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""""","=""""",0,4.36,Abrams Press,Kindle Edition,436,2019,2019,,2019/03/02,currently-reading,currently-reading (#7),currently-reading,,,,0,0
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",4,4.14,Mariner Books,Hardcover,303,2014,2014,,2019/09/05,"audiobook, library, overdrive","audiobook (#60), library (#69), overdrive (#45)",read,,,,1,0
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,"=""""","=""""",0,3.81,Thomas Dunne Books,Hardcover,324,2007,2007,,2019/09/03,to-read,to-read (#150),to-read,,,,0,0
32611309,The Long Haul: A Trucker's Tales of Life on the Road,Finn Murphy,"Murphy, Finn",,"=""0393608727""","=""9780393608724""",5,3.96,W. W. Norton  Company,ebook,256,2017,2017,,2019/03/02,"kindle, library, ebook","kindle (#2), library (#12), ebook (#5)",read,"Such great stories and a good perspective of life on the road as a mover. Having moved locally in the past year, and moving a lot over the course of my life, it was nice to read about the people who do the work - though disappointing to hear how many times the movers are treated poorly by the shippers.",,,1,0
11222843,Ten Letters: The Stories Americans Tell Their President,Eli Saslow,"Saslow, Eli",,"=""0385534302""","=""9780385534307""",4,3.89,Doubleday,Hardcover,304,2011,2011,,2019/08/20,"audiobook, library, overdrive","audiobook (#59), library (#68), overdrive (#44)",read,,,,1,0
43598759,"The Egyptian Antiquities Murder (High Society Lady Detective,  #3)",Sara Rosett,"Rosett, Sara",,"=""""","=""""",4,3.94,,Kindle Edition,221,2019,2019,,2019/09/01,"audiobook, hoopla, library","audiobook (#58), hoopla (#11), library (#67)",read,,,,1,0
41222622,The Family Board Meeting: You Have 18 Summers to Create Lasting Connection with Your Children,Jim Sheils,"Sheils, Jim",Hal Elrod,"=""""","=""""",0,4.18,18 Summers Media ,Kindle Edition,83,2018,2015,,2019/09/01,to-read,to-read (#149),to-read,,,,0,0
40860887,"To Obama: With Love, Joy, Anger, and Hope",Jeanne Marie Laskas,"Laskas, Jeanne Marie",,"=""""","=""""",0,4.45,Random House,Kindle Edition,399,2018,2018,,2018/12/17,currently-reading,currently-reading (#6),currently-reading,,,,1,0
38818961,Code Girls: The Untold Story of the American Women Code Breakers of World War II,Liza Mundy,"Mundy, Liza",,"=""""","=""""",0,3.96,Hachette Books,Kindle Edition,433,2017,2017,,2019/08/28,currently-reading,currently-reading (#5),currently-reading,,,,1,0
44451608,"Better Buses, Better Cities: How to Plan, Run, and Win the Fight for Effective Transit",Steven Higashide,"Higashide, Steven",,"=""1642830143""","=""9781642830149""",0,4.28,Island Press,Paperback,184,2019,,,2019/08/28,to-read,to-read (#148),to-read,,,,0,0
42940508,"The Rosie Result (Don Tillman, #3)",Graeme Simsion,"Simsion, Graeme",,"=""""","=""""",5,4.04,Text Publishing,Kindle Edition,385,2019,2019,2019/08/26,2019/05/22,"ebook, kindle, library","ebook (#4), kindle (#6), library (#66)",read,,,,1,0
41018628,"The Rosie Result (Don Tillman, #3)",Graeme Simsion,"Simsion, Graeme",,"=""1925773477""","=""9781925773477""",5,4.04,Text Publishing,Paperback,376,2019,2019,,2019/08/26,"ebook, kindle, library","ebook (#3), kindle (#5), library (#65)",read,,,,0,0
21418013,"Lock In (Lock In, #1)",John Scalzi,"Scalzi, John",,"=""0765375869""","=""9780765375865""",0,3.90,Tor Books,Hardcover,336,2014,2014,,2019/08/25,to-read,to-read (#147),to-read,,,,0,0
22890119,American Hunger: The Pulitzer Prize-Winning Washington Post Series,Eli Saslow,"Saslow, Eli",,"=""1101873892""","=""9781101873892""",0,4.49,Vintage,ebook,64,2014,2014,,2019/08/20,to-read,to-read (#146),to-read,,,,0,0
36758503,From the Corner of the Oval,Beck Dorey-Stein,"Dorey-Stein, Beck",,"=""0525509127""","=""9780525509127""",0,3.81,Spiegel & Grau,Hardcover,330,2018,2018,,2019/08/20,to-read,to-read (#145),to-read,,,,0,0
34684624,Treating People Well: The Extraordinary Power of Civility at Work and in Life,Lea Berman,"Berman, Lea",Jeremy Bernard,"=""1501157981""","=""9781501157981""",0,3.69,Scribner,Hardcover,256,2018,2018,,2019/08/20,to-read,to-read (#144),to-read,,,,0,0
33640253,"Thanks, Obama: My Hopey, Changey White House Years",David Litt,"Litt, David",,"=""0062568469""","=""9780062568465""",0,4.09,Ecco,ebook,320,2017,2017,,2019/08/20,to-read,to-read (#143),to-read,,,,0,0
42409974,Murder at Blackburn Hall (High Society Lady Detective #2),Sara Rosett,"Rosett, Sara",,"=""""","=""""",5,3.98,,Kindle Edition,269,2019,2019,,2019/08/20,"audiobook, hoopla, library","audiobook (#57), hoopla (#10), library (#64)",read,,,,1,0
35297413,"The Fourth Age: Smart Robots, Conscious Computers, and the Future of Humanity",Byron Reese,"Reese, Byron",,"=""1501158562""","=""9781501158568""",0,4.02,Atria Books,Hardcover,320,2018,2018,,2019/08/16,to-read,to-read (#142),to-read,,,,0,0
32809939,The Rollout: A Novel about Leadership and Building a Lean-Agile Enterprise with SAFe,Alex Yakyma,"Yakyma, Alex",,"=""""","=""""",0,4.08,,Kindle Edition,372,2016,,,2019/08/15,to-read,to-read (#141),to-read,,,,0,0
41832528,Murder at Archly Manor (High Society Lady Detective #1),Sara Rosett,"Rosett, Sara",,"=""""","=""""",4,3.77,Sara Rosett,Kindle Edition,256,2018,2018,,2019/08/14,"audiobook, hoopla, library","audiobook (#56), hoopla (#9), library (#63)",read,,,,1,0
41883932,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee",Casey Cep,"Cep, Casey",,"=""1101947861""","=""9781101947869""",0,3.78,Knopf Publishing Group,Hardcover,314,2019,2019,,2019/08/12,to-read,to-read (#140),to-read,,,,0,0
33916024,Sourdough,Robin Sloan,"Sloan, Robin",,"=""0374203105""","=""9780374203108""",5,3.76,"MCD Farrar, Straus and Giroux",Hardcover,259,2017,2017,,2019/08/10,"audiobook, library, overdrive","audiobook (#55), library (#62), overdrive (#43)",read,,,,1,0
41941223,Recursion,Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,4.16,Crown,Kindle Edition,336,2019,2019,,2019/05/12,currently-reading,currently-reading (#4),currently-reading,,,,0,0
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",,"=""0374214913""","=""9780374214913""",5,3.73,"Farrar, Straus and Giroux",Hardcover,288,2012,2012,,2019/08/02,"audiobook, hoopla, library","audiobook (#54), hoopla (#8), library (#61)",read,"A mystery that includes a love for books, data visualization, coding, encryption, and more? Yes, this is a fun book for me!",,,1,0
26114296,"Heaven's Ditch: God, Gold, and Murder on the Erie Canal",Jack Kelly,"Kelly, Jack",,"=""1137280093""","=""9781137280091""",0,3.44,St. Martin's Press,Hardcover,304,2016,2016,,2019/07/31,to-read,to-read (#139),to-read,,,,0,0
35414997,Rocket Men: The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,Robert Kurson,"Kurson, Robert",,"=""0812988701""","=""9780812988703""",0,4.53,Random House,Hardcover,384,2018,2018,,2019/07/31,to-read,to-read (#138),to-read,,,,0,0
